"address","city","zipcode","latitude","longitude"
"28345 Beck Rd., Suite 203","Wixom",48393,42.499709,-83.516954
"876 N Van Dyke Rd","Bad Axe",48413,43.819547,-83.000837
"1375 R Dale Wertz Dr","Bad Axe",48413,43.620911,-83.254647
"110 East Huron Avenue","Bad Axe",48413,43.801915,-82.999898
"13520 White Lake Rd","Fenton",48430,42.748228,-83.692979
"14165 N Fenton Rd Ste 201","Fenton",48430,42.82315,-83.704207
"10785 S Saginaw St Ste A Bldg E","Grand Blanc",48439,42.936118,-83.63967
"8308 Office Park Dr Ste 1","Grand Blanc",48439,42.907876,-83.605049
"5511 Groveland Rd.","Holly",48442,42.863769,-83.533157
"920 Baird St","Holly",48442,42.791585,-83.612727
"700 S Main St","Lapeer",48446,43.041172,-83.320826
"608 Fox St","Lapeer",48446,43.055401,-83.313736
"1570 Suncrest Dr.","Lapeer",48446,43.065898,-83.332673
"624 W Nepessing St","Lapeer",48446,43.052625,-83.31512
"110 S. Elk Street","Sandusky",48471,43.419355,-82.829709
"14 Lincoln St","Sandusky",48471,43.420373,-82.829208
"217 E Sanilac Ave","Sandusky",48471,43.421604,-82.822921
"129 E 3rd St","Flint",48502,43.014269,-83.689025
"932 Beach St.","Flint",48502,43.01086,-83.688672
"1019 Church St","Flint",48502,43.010121,-83.689058
"929 Stevens St","Flint",48502,43.014115,-83.683704
"311 E Court St","Flint",48502,43.014274,-83.685017
"1176 Robert T Longway Blvd","Flint",48503,43.025851,-83.682588
"901 Chippewa St","Flint",48503,43.023816,-83.695437
"505 W Court St","Flint",48503,43.01,-83.692865
"1108 Lapeer Ave","Flint",48503,43.01373,-83.679966
"1225 M L King Jr Ave","Flint",48503,43.027163,-83.700743
"812 Root St.","Flint",48503,43.023563,-83.695826
"931 Martin Luther King","Flint",48503,43.024379,-83.698392
"718 Oak St","Flint",48503,43.011021,-83.693806
"1606 Ramsey Blvd.","Flint",48503,43.001568,-83.711614
"4105 Keyes St","Flint",48504,43.052017,-83.715931
"1420 University Ave","Flint",48504,43.014071,-83.711268
"G 3169 W Pierson","Flint",48504,43.060569,-83.739686
"765 E Hamilton Ave","Flint",48505,43.035941,-83.691298
"5085 W Bristol Rd","Flint",48507,42.973077,-83.774864
"6211 Taylor Dr","Flint",48507,42.940129,-83.709187
"1044 W. Bristol Rd.","Flint",48507,42.974147,-83.69506
"1116 W. Bristol Rd.","Flint",48507,42.974124,-83.697532
"4428 Fenton Rd.","Flint",48507,42.962218,-83.693792
"4800 S. Saginaw St","Flint",48507,42.985228,-83.67518
"1110 Eldon Baker Dr","Flint",48507,42.992364,-83.656393
"G3450 S Saginaw St","Burton",48529,43.176295,-83.893081
"1044 Gilbert St","Flint",48532,43.016259,-83.749651
"1063 Professional Dr. #D4","Flint",48532,43.01487,-83.74502
"1085 S. Linden Rd Ste 150","Flint",48532,43.013654,-83.772824
"2401 S Linden Rd","Flint",48532,42.990881,-83.771414
"2222 S Linden Rd","Flint",48532,42.996666,-83.773157
"2091 Professional Dr","Flint",48532,43.015352,-83.746866
"1781 Fordney St","Saginaw",48601,43.412991,-83.961091
"1410 N 12th St","Saginaw",48601,43.446303,-83.919417
"1213 S. Washington Ave.","Saginaw",48601,43.420971,-83.945164
"3521 Webber St","Saginaw",48601,43.407682,-83.919047
"732 Hoyt Ave","Saginaw",48601,43.424995,-83.935574
"2300 Veterans Memorial Pkwy","Saginaw",48601,43.456383,-83.91205
"3023 Davenport Ave","Saginaw",48602,43.437769,-83.980824
"2806 Davenport Ave","Saginaw",48602,43.437916,-83.978015
"500 Hancock St","Saginaw",48602,43.418248,-83.963421
"311 S. Harrison St.","Saginaw",48602,43.417196,-83.96775
"1241 N Michigan Ave","Saginaw",48602,43.425604,-83.953495
"1010 N. Niagara","Saginaw",48602,43.41741,-83.961193
"3057 Davenport Ave.","Saginaw",48602,43.437773,-83.981548
"2838 Automotive Centre Rd","Saginaw",48603,43.460115,-84.026587
"3190 Hallmark Ct","Saginaw",48603,43.452367,-83.983504
"3340 Hospital Rd","Saginaw",48603,43.456804,-84.052072
"4015 State St.","Saginaw",48603,43.436508,-83.995231
"2100 Hemmeter Rd","Saginaw",48603,43.438213,-84.00474
"3665 Bay Rd","Saginaw",48603,43.460782,-83.975713
"5024 N Center Rd","Saginaw",48604,43.480733,-84.015021
"508 Shattuck Rd","Saginaw",48604,43.45087,-83.946847
"500 Shattuck Rd 508","Saginaw",48604,43.45102,-83.94655
"301 E Genesee Ave","Saginaw",48607,43.433036,-83.937793
"128 N Warren Ave","Saginaw",48607,43.432701,-83.934221
"703 N. McEwan St.","Clare",48617,43.820581,-84.768524
"805 Beech St","Clare",48617,43.821526,-84.770575
"1416 N McEwan St","Clare",48617,43.827382,-84.768332
"6840 Midland Rd","Freeland",48623,43.507949,-84.11586
"655 E Cedar Ave","Gladwin",48624,43.980451,-84.479606
"101 Fast Ice Dr.","Bay City",48624,43.599094,-84.169775
"1302 Chatterton St","Gladwin",48624,43.977975,-84.50309
"211 West Spruce Street","Harrison",48625,44.016766,-84.803176
"1691 E. US 23 Hwy., Suite 4","Benzonia",48629,44.466034,-84.76802
"206 Health Parkway","Houghton Lake",48629,44.31242,-84.76241
"9249 W Lake City Rd","Houghton Lake",48629,44.33577,-84.837689
"1714 Eastman Ave","Midland",48640,43.623017,-84.246676
"2603 W. Wackerly","Midland",48640,43.654547,-84.258297
"720 W Wackerly St","Midland",48640,43.655261,-84.235176
"5816 Eastman Ave","Midland",48640,43.650964,-84.246034
"5914 Eastman Ave.","Midland",48640,43.652133,-84.246989
"1213 E Isabella Rd M-20","Midland",48640,43.61378,-84.321507
"133 N Saginaw Rd","Midland",48640,43.627385,-84.228504
"218 Fast Ice Dr","Midland",48642,43.600772,-84.173696
"2417 Abbott Rd","Midland",48642,43.620695,-84.198174
"209 W 8th St","Mio",48647,44.658017,-83.300698
"1000 W Cedar St","Standish",48658,43.983231,-83.97177
"126 N. Grove St.","Standish",48658,43.983996,-83.956872
"1000 W Cedar St","Standish",48658,43.983231,-83.97177
"735 E State St","Sterling",48659,44.033356,-84.012172
"335 E Houghton Ave","West Branch",48661,44.276119,-84.231589
"3440 W M76","West Branch",48661,44.237263,-84.199226
"565 Progress St","West Branch",48661,44.268961,-84.242377
"2222 S M 30","West Branch",48661,44.27163,-84.246148
"1210 Salzburg Ave.","Bay City",48706,43.58048,-83.914847
"300 Lafayette Ave","Bay City",48706,43.579622,-83.895648
"3442 Kiesel Rd.","Bay City",48706,43.616426,-83.917035
"615 S Euclid Ave.","Bay City",48706,43.595974,-83.915254
"601 N Van Buren St","Bay City",48708,43.595502,-83.881648
"690 S. Trumbull St.","Bay City",48708,43.586641,-83.867105
"126 Washington Ave","Bay City",48708,43.589751,-83.888917
"400 S. Trumbull St","Bay City",48708,43.589421,-83.86704
"1614 Mckinley St","Bay City",48708,43.593782,-83.874024
"1009 Washington Ave.","Bay City",48708,43.600167,-83.887629
"1106 Washington Ave","Bay City",48708,43.601113,-83.887195
"467 N State St","Caro",48723,43.491495,-83.39345
"651 N State St","Caro",48723,43.492832,-83.391706
"6627 Rose St","Cass City",48726,43.604653,-83.172918
"1762 Froede Rd.","Deford",48729,43.463395,-83.247369
"205 N State St","Harrisville",48740,44.657996,-83.294977
"177 N. Barlow Rd.","Harrisville",48740,44.661154,-83.403706
"106 Fifth St","Harrisville",48740,44.656818,-83.297148
"5397 Millington Rd","Millington",48746,43.281155,-83.55479
"208 S State St","Oscoda",48750,44.414246,-83.327994
"5671 N Skeel Ave","Oscoda",48750,44.451767,-83.35198
"7484 W. Michigan Ave.,Suite C","Pigeon",48755,43.829874,-83.278933
"200 Hemlock Rd","Tawas City",48763,44.275336,-83.511097
"955 Commerce Dr","Vassar",48768,43.371264,-83.564184
"150 Enterprise Dr","Vassar",48768,43.37091,-83.562618
"515 N. State St.","Alma",48801,43.380475,-84.661972
"7441 Storey Rd","Belding",48809,43.094685,-85.260611
"420 Covered Village Mall","Belding",48809,42.980455,-85.326608
"313 Lansing St Ste 6","Charlotte",48813,42.568184,-84.827756
"128 S Cochran Ave","Charlotte",48813,42.563533,-84.835732
"201 E McArthur","Corunna",48817,42.980891,-84.116538
"2001 Abbot Rd","East Lansing",48823,42.756809,-84.484284
"5031 Park Lake Rd","East Lansing",48823,42.726879,-84.447515
"1003 N Lafayette St","Greenville",48838,43.190025,-85.253156
"6728 Vining Rd","Greenville",48838,43.195174,-85.242727
"1015 E. Washington St.","Greenville",48838,43.17533,-85.237957
"106 S Greenville W Dr","Greenville",48838,43.183235,-85.277996
"811 East Kent Road","Greenville",48838,43.177325,-85.241282
"6756 S Greenville Rd","Greenville",48838,43.196678,-85.252794
"2450 Delhi Commerce Dr Ste 9B","Holt",48842,42.653388,-84.526762
"2418 E. Grand Ave.","Howell",48843,42.598,-83.905755
"2020 E Grand River Ave","Howell",48843,42.600704,-83.913461
"616 W Grand River Ave","Howell",48843,42.609348,-83.935756
"174 E Adams St","Ionia",48846,42.981859,-85.061367
"375 Apple Tree Dr","Ionia",48846,42.996696,-85.074482
"122 N Maple St.","Ithaca",48847,43.291954,-84.609036
"146 E Center St Ste L","Ithaca",48847,43.291802,-84.606423
"218 S Washington St","Mt. Pleasant",48858,43.603391,-84.777503
"2520 S. University Park Drive","Mount Pleasant",48858,43.574346,-84.770931
"906 East Bellows St","Mt. Pleasant",48858,43.593687,-84.765885
"4273 Corporate Way","Mt. Pleasant",48858,43.615623,-84.757839
"211 S Crapo St Ste M","Mt. Pleasant",48858,43.6035,-84.757839
"207 Court Street, Ste. A","Mount Pleasant",48858,43.605398,-84.775061
"301 S Crapo St","Mt. Pleasant",48858,43.602716,-84.757678
"1234 E Broomfield St","Mt. Pleasant",48858,43.582836,-84.756767
"2300 Jolly Rd.","Okemos",48864,42.68292,-84.436625
"1480 N M-52","Owosso",48867,43.016112,-84.176611
"200 N Caledonia Dr","Owosso",48867,43.011839,-84.364593
"1505 Waterford Pkwy","St. Johns",48879,42.986476,-84.557195
"611 N State St","Stanton",48888,43.301459,-85.084944
"1717 N High St","Lansing",48906,42.753648,-84.539169
"610 E Grand River","Lansing",48906,42.747088,-84.543991
"913 W Holmes Rd","Lansing",48910,42.696461,-84.564291
"407 West Greenlawn","Lansing",48910,42.70481,-84.557157
"812 East Jolly Rd","Lansing",48910,42.682875,-84.541538
"3300 S Pennsylvania Ave","Lansing",48910,42.698311,-84.5385
"316 Moores River Drive","Lansing",48910,42.716326,-84.556433
"4902 S Cedar St","Lansing",48910,42.684973,-84.548446
"3960 Patient Care Dr","Lansing",48911,42.678036,-84.501994
"1001 Dankin St","Lansing",48912,42.755243,-84.560271
"1601 E Michigan Ave","Lansing",48912,42.73394,-84.527028
"419 North Martin Lurther KIng Blvd.","Lansing",48915,43.005618,-84.566837
"6639 Centurion Dr","Lansing",48917,42.72266,-84.645205
"423 Harpers Way","Lansing",48917,42.729683,-84.648332
"3721 W Michigan Ave Ste 200","Lansing",48917,42.733525,-84.601438
"3815 W. Saint Joseph, Ste. A101","Lansing",48917,42.725936,-84.602262
"3410 Old Lansing Rd","Lansing",48917,42.71918,-84.596526
"252 S Waverly Rd","Lansing",48917,42.731938,-84.603088
"3815 W St Joseph","Lansing",48917,42.725936,-84.602262
"3645 E. Jolly Rd., Suite B","Lansing",48917,42.683599,-84.499066
"120 N. Washington Square, Suite 300","Lansing",48933,42.734207,-84.551771
"217 N Sycamore St","Lansing",48933,42.735207,-84.561973
"3330 Miller Rd.","Kalamazoo",49001,42.26666,-85.538924
"401 Howard St","Kalamazoo",49001,42.274003,-85.587887
"1662 E Centre Ave","Portage",49002,42.200839,-85.570348
"7895 Carrier Dr","Portage",49002,42.202025,-85.586247
"1530 Nichols Rd","Kalamazoo",49006,42.307338,-85.628659
"1430 Alamo Ave","Kalamazoo",49006,42.302328,-85.605151
"722 S Rose St","Kalamazoo",49007,42.284855,-85.584828
"117 W Paterson St","Kalamazoo",49007,42.303204,-85.58442
"610 S Burdick","Kalamazoo",49007,42.286069,-85.583132
"122 W South St","Kalamazoo",49007,42.289956,-85.583415
"309 N Burdick St.","Kalamazoo",49007,42.29366,-85.583432
"2615 Stadium Dr","Kalamazoo",49008,42.273265,-85.618855
"4341 S. Westnedge, Suite 2205","Kalamazoo",49008,42.247589,-85.589487
"1128 S Westnedge Ave","Kalamazoo",49008,42.280381,-85.589733
"1000 Oakland Dr","Kalamazoo",49008,42.283121,-85.598783
"5340 Holiday Terrace","Kalamazoo",49009,42.264879,-85.656259
"213 Hubbard St","Allegan",49010,42.527448,-85.849795
"540 Jenner Dr","Allegan",49010,42.521171,-85.859221
"650 Grand St.","Allegan",49010,42.533126,-85.833048
"10499 N 48th St","Augusta",49012,42.412795,-85.299518
"308 Charles St","Bangor",49013,42.312748,-86.11275
"203 Brigden","Battle Creek",49014,42.336947,-85.14474
"11 Green St","Battle Creek",49014,42.315244,-85.178054
"842 E Columbia Ave","Battle Creek",49014,42.299078,-85.174433
"131 Columbia Ave E","Battle Creek",49015,42.298715,-85.195908
"4625 Beckley Rd., Building 300","Battle Creek",49015,42.261208,-85.206171
"7 Heritage Oak Ln","Battle Creek",49015,42.256953,-85.191058
"2150 Columbia Ave W","Battle Creek",49015,42.297511,-85.235354
"3630 S Capital Ave SW","Battle Creek",49015,42.24904,-85.198697
"5470 Glenn Cross Rd","Battle Creek",49015,42.247191,-85.197422
"424 Capital Ave SW","Battle Creek",49015,42.310205,-85.194565
"652 Capital Ave NE","Battle Creek",49017,42.326956,-85.158266
"393 E Roosevelt Ave","Battle Creek",49017,42.33932,-85.174935
"130 Cherry St","Battle Creek",49017,42.32023,-85.17406
"70 Clay St","Battle Creek",49017,42.320995,-85.174263
"34 Jackson St W Ste 2A","Battle Creek",49017,42.319345,-85.183738
"693 Columbus Ave","Benton Harbor",49022,42.105355,-86.448834
"1022 E Main St","Benton Harbor",49022,42.117622,-86.433149
"800 M-139","Benton Harbor",49022,42.082392,-86.436611
"497 Waukonda","Benton Harbor",49022,42.123666,-86.445808
"1485 M139 Bldg 1","Benton Harbor",49022,42.090236,-86.436102
"261 M-62 North","Cassopolis",49031,41.841614,-86.040672
"677 E Main St","Centreville",49032,41.806496,-85.411897
"200 Vista Dr","Coldwater",49036,41.945804,-84.979137
"58 Grant St","Battle Creek",49037,42.329546,-85.186734
"175 College St","Battle Creek",49037,42.327266,-85.181577
"1910 Shaffer St","Kalamazoo",49048,42.309611,-85.558677
"537 Chicago Ave","Kalamazoo",49048,42.296542,-85.552934
"500 Barfield Dr","Hastings",49058,42.634697,-85.282056
"220 S Broadway St","Hastings",49058,42.647184,-85.290977
"181 W. Michigan","Paw Paw",49079,42.217796,-85.897348
"319 Park St","Plainwell",49080,42.440775,-85.643444
"4032 M 139","St. Joseph",49085,42.035597,-86.430465
"3134 Niles Road, Suite C/D","St. Joseph",49085,42.060223,-86.460966
"131 S Nottawa St","Sturgis",49091,41.798522,-85.418809
"6418 Deans Hill Rd","Berrien Center",49102,41.957323,-86.301578
"6270 W Main St","Eau Claire",49111,41.985582,-86.306586
"1951 Oak St","Niles",49120,41.82681,-86.229592
"216 S 4th St","Niles",49120,41.825459,-86.253488
"536 N Jackson St","Jackson",49201,42.253154,-84.408718
"306 W. Michigan Ave","Jackson",49201,42.247602,-84.411834
"330 W Michigan Ave","Jackson",49201,42.2476,-84.411988
"100 E Michigan Ave","Jackson",49201,42.247512,-84.405804
"407 W Michigan Ave","Jackson",49201,42.247275,-84.414885
"1200 N West Ave","Jackson",49202,42.26357,-84.423201
"1200 N West Ave Ste 400","Jackson",49202,42.26357,-84.423201
"3300 Lansing Ave","Jackson",49202,42.289647,-84.413472
"3425 Francis St","Jackson",49203,42.211701,-84.39804
"2424 W Washington Ave","Jackson",49203,42.245762,-84.443167
"212 E Biddle St","Jackson",49203,42.241129,-84.402691
"199 N Broad St","Adrian",49221,41.899455,-84.033209
"604 S Main St","Adrian",49221,41.903856,-84.033267
"1200 N Main St","Adrian",49221,41.90842,-84.030676
"770 Riverside Ave","Adrian",49221,41.912876,-84.04951
"805 W Maumee St","Adrian",49221,41.900118,-84.049277
"600 E Michigan Ave","Albion",49224,42.272046,-84.953112
"3380 Beck Rd","Hillsdale",49242,41.946736,-84.658286
"25 Care Dr Ste 236","Hillsdale",49242,41.929296,-84.642904
"3200 W. Carleton Rd.","Hillsdale",49242,41.94463,-84.651189
"110 Reading Ave Upper Level","Jonesville",49250,41.979874,-84.670811
"110 Reading Ave","Jonesville",49250,41.979874,-84.670811
"401 W Chicago Rd","Jonesville",49250,41.979898,-84.671004
"1615 Michigan Ave","Baldwin",49304,43.901621,-85.851024
"126 Maple St., Suite A","Big Rapids",49307,43.69849,-85.483073
"1724 N State St","Big Rapids",49307,43.716215,-85.491109
"150 S Stewart Ave","Big Rapids",49307,43.697713,-85.478775
"222 E 82nd St","Newaygo",49337,43.404934,-85.795223
"700 Washington Ave","Grand Haven",49417,43.061048,-86.222797
"524 Washington Ave","Grand Haven",49417,43.06174,-86.225364
"1309 Sheldon Rd","Grand Haven",49417,43.050838,-86.229148
"3584 Fairlanes Ave SW Ste 2","Grandville",49418,42.900094,-85.775011
"412 Century Ln","Holland",49423,42.78219,-86.086941
"370 Country Club Rd Ste A","Holland",49423,42.783765,-86.058282
"439 W 21st St","Holland",49423,42.778228,-86.127397
"854 S Washington Ave","Holland",49423,42.765929,-86.116604
"926 S Washington Ave","Holland",49423,42.763638,-86.116513
"483 Century Ln","Holland",49423,42.77999,-86.085537
"231 Washington Blvd","Holland",49423,42.788757,-86.11747
"377 Lincoln Ave","Holland",49423,42.783389,-86.096817
"230 W 8th St","Holland",49423,42.790147,-86.117759
"80 W 16th St","Holland",49423,42.782869,-86.111224
"12265 James St","Holland",49424,42.812213,-86.086793
"285 James St","Holland",49424,42.812438,-86.119974
"2450 Van Ommen Dr","Holland",49424,42.812991,-86.090343
"12930 James St Ste 120","Holland",49424,42.811537,-86.100385
"1342 Baldwin St","Jenison",49428,42.906745,-85.815976
"1836 Baldwin St","Jenison",49428,42.906831,-85.828261
"215 North Jebavy Dr.","Ludington",49431,43.960086,-86.419822
"920 Diana St","Ludington",49431,43.957361,-86.432299
"15146 16th Ave","Marne",49435,43.044708,-85.82724
"8 W Walton Ave","Muskegon",49440,43.235599,-86.244517
"1720 Park St.","Muskegon",49441,43.221431,-86.253557
"950 W Norton Ave Ste 301","Muskegon",49441,43.191287,-86.267134
"1190 E Apple Ave","Muskegon",49442,43.234365,-86.21459
"1128 Roberts St","Muskegon",49442,43.231785,-86.213901
"1611 Oak Ave","Muskegon",49442,43.237421,-86.203607
"1611 Oak Ave","Muskegon",49442,43.237421,-86.203607
"376 E Apple Ave","Muskegon",49442,43.234502,-86.235481
"1675 Leahy Street, Ste. 210B","Muskegon",49442,43.221884,-86.241081
"427 Seminole Rd","Muskegon",49444,43.186721,-86.254632
"445 E Sherman Blvd","Muskegon Heights",49444,43.205072,-86.233167
"985 E Barney Ave","Muskegon",49444,43.20771,-86.220701
"2416 Peck St","Muskegon Heights",49444,43.208029,-86.244306
"2201 S Getty St","Muskegon Heights",49444,43.212204,-86.224518
"5498 109th Ave","Pullman",49450,42.483341,-86.080452
"17325 Van Wagoner Rd","Spring Lake",49456,43.096033,-86.218856
"440 S. State Street","Zeeland",49464,42.78003,-86.108294
"40 Jefferson Ave SE","Grand Rapids",49503,42.962006,-85.663531
"100 Cherry St SE","Grand Rapids",49503,42.959093,-85.665937
"550 Cherry St SE","Grand Rapids",49503,42.959131,-85.654664
"255 Division Ave S","Grand Rapids",49503,42.958226,-85.668128
"82 Ionia Ave NW","Grand Rapids",49503,42.964934,-85.668308
"225 Commerce Ave SW Ste 100","Grand Rapids",49503,42.959041,-85.6694
"324 Lyon St NE","Grand Rapids",49503,42.967119,-85.660852
"339 Division Ave S","Grand Rapids",49503,42.956548,-85.667528
"1215 Fulton St E","Grand Rapids",49503,42.962884,-85.63955
"221 John St NE","Grand Rapids",49503,42.964614,-85.662828
"1260 Ekhart St NE","Grand Rapids",49503,42.9832,-85.636083
"600 Cass Ave SE","Grand Rapids",49503,42.951401,-85.662698
"669 Stocking Ave NW","Grand Rapids",49504,42.97543,-85.688302
"528 Bridge St NW","Grand Rapids",49504,42.970085,-85.682279
"1256 Walker Ave. NW","Grand Rapids",49504,42.982536,-85.700068
"1115 Ball Ave NE","Grand Rapids",49505,42.983094,-85.631123
"1870 Leonard St.","Grand Rapids",49505,42.984084,-85.623163
"1490 E Beltline SE","Grand Rapids",49506,42.936223,-85.583205
"2303 Kalamazoo Ave SE","Grand Rapids",49507,42.921177,-85.633808
"1939 Division Ave S","Grand Rapids",49507,42.928677,-85.667226
"2400 Eastern Ave SE","Grand Rapids",49507,42.919932,-85.647148
"2080 Union Ave. SE","Grand Rapids",49507,42.925754,-85.652462
"401 Hall St SE","Grand Rapids",49507,42.941434,-85.658616
"1960 Millbrook St SE","Grand Rapids",49508,42.902823,-85.617614
"1620 44th St SE","Grand Rapids",49508,42.883329,-85.625424
"852 47th Street SW, Suite 8","Wyoming",49509,42.878535,-85.685667
"2929 Burlingame Ave SW","Wyoming",49509,42.911448,-85.706265
"3300 36th St SE","Grand Rapids",49512,42.89724,-85.586363
"3300 36th SE","Grand Rapids",49512,42.89724,-85.586363
"5250 Northland Drive NE","Grand Rapids",49525,43.057527,-85.579716
"3225 North Evergreen Dr NE","Grand Rapids",49525,43.020089,-85.589121
"4065 East Hills Court SE","Grand Rapids",49546,42.932391,-85.567804
"2172 E. Paris Ave., SE, Suite B","Grand Rapids",49546,42.923912,-85.568926
"3501 Lake Eastbrook Blvd SE","Grand Rapids",49546,42.918729,-85.580526
"300 68th St SE","Grand Rapids",49548,42.837161,-85.65733
"2610 Buchanan SW","Wyoming",49548,42.916638,-85.670669
"520 Cobb St.","Cadillac",49601,44.244442,-85.38471
"421 S Mitchell St","Cadillac",49601,44.247292,-85.397078
"6051 Frankfort Highway","Benzonia",49616,44.62978,-86.117406
"6051 Frankfort Highway Ste 800","Benzonia",49616,44.62978,-86.117406
"205 Grove St","Mancelona",49659,44.899806,-85.065259
"2198 US Highway 31 S","Manistee",49660,44.221677,-86.309585
"2198 US Highway 31 S","Manistee",49660,44.221677,-86.309585
"241 E Kott Rd","Manistee",49660,44.287986,-86.298171
"300 Care Center Dr.","Manistee",49660,44.233185,-86.3091
"116 E Eighth St","Traverse City",49684,44.759099,-85.622751
"1200 6th St Ste 400","Traverse City",49684,44.761884,-85.643525
"4230 Copper Ridge Dr","Traverse City",49684,44.746366,-85.655674
"1010 S Garfield Ave","Traverse City",49686,44.749282,-85.596204
"814 S Garfield Ave","Traverse City",49686,44.752729,-85.596788
"1000 Hastings St","Traverse City",49686,44.749597,-85.593227
"3628 Emily Ln","Traverse City",49686,44.743528,-85.506806
"441 E State St","Traverse City",49686,44.76318,-85.614004
"940 E Eighth St","Traverse City",49686,44.75861,-85.598201
"1719 S. Garfield Ave.","Traverse City",49686,44.736469,-85.594394
"1185 US Highway 23 N","Alpena",49707,45.089,-83.457434
"346 Long Rapids Plaza","Alpena",49707,45.078454,-83.464495
"154 S. Ripley Blvd.","Alpena",49707,45.051494,-83.451855
"630 Walnut St","Alpena",49707,45.072239,-83.433129
"11899 M-32","Atlanta",49709,45.005139,-84.138854
"2329 Center St.","Boyne Falls",49713,45.170457,-84.913607
"2594 Springvale Rd","Boyne Falls",49713,45.266328,-84.921627
"101 M 66 N","Charlevoix",49720,45.291133,-85.248577
"220 W Garfield Ave","Charlevoix",49720,45.311766,-85.262635
"740 S Main St","Cheboygan",49721,45.632361,-84.481782
"218 Water St.","Cheboygan",49721,45.643696,-84.476414
"7461 N. Straits Hwy","Cheboygan",49721,45.570122,-84.524174
"520 N Main Suite 106","Cheboygan",49721,45.648818,-84.473015
"1619 West M32","Gaylord",49735,45.060762,-84.7973
"711 S Illinois Ave","Gaylord",49735,45.020105,-84.681231
"829 W Main St","Gaylord",49735,45.027235,-84.683163
"2136 West M-32","Gaylord",49735,45.060762,-84.7973
"6459 West M-72","Grayling",49738,44.772279,-85.445433
"8486 M 119","Harbor Springs",49740,45.43168,-84.992
"3434 M 119","Harbor Springs",49740,45.43168,-84.992
"15774 State St","Hillman",49746,45.070573,-83.900615
"6135 Cressy St","Indian River",49749,45.370791,-84.486707
"21258 M 68 Hwy","Onaway",49765,45.354576,-84.123246
"11745 US 23 S.","Ossineke",49766,44.906148,-83.443392
"421 Stimpson Dr","Pellston",49769,45.557406,-84.785043
"2236 E Mitchell Rd","Petoskey",49770,45.373165,-84.922415
"704 Emmet St","Petoskey",49770,45.370615,-84.959306
"118 & 114 Rush St","Petoskey",49770,45.370121,-84.959374
"231 State St","Petoskey",49770,45.372208,-84.957584
"416 N. M-129","Pickford",49774,46.178516,-84.363521
"205 S Bradley Hwy Parkwood Plaza","Rogers City",49779,45.411602,-83.825817
"205 S Bradley Hwy","Rogers City",49779,45.411602,-83.825817
"1143 N. State Street #3","Saint Ignace",49781,45.891005,-84.727615
"250 Ferry Ln","St. Ignace",49781,45.854345,-84.70958
"248 Ferry Ln","St. Ignace",49781,45.854345,-84.70958
"2655 Ashmun St","Sault Ste Marie",49783,46.474085,-84.354026
"1416 W. Easterday Ave.","Sault Ste Marie",49783,46.488283,-84.38419
"1115 S. Hemlock","Iron Mountain",49801,45.811342,-88.082375
"1100 Ludington St Ste 401","Escanaba",49829,45.745758,-87.062687
"1101 Ludington Street","Escanaba",49829,45.745758,-87.062687
"301 Explorer St","Gwinn",49841,46.335056,-87.358015
"135 E State Highway M35","Gwinn",49841,46.276738,-87.397159
"97 S 4th St","Ishpeming",49849,46.489633,-87.664036
"347 Rock St","Marquette",49855,46.54055,-87.399422
"241 Wright St","Marquette",49855,46.563834,-87.395281
"1414 W Fair Ave Ste 249","Marquette",49855,46.556939,-87.415805
"321 E Ohio St","Marquette",49855,46.548216,-87.388451
"1110 10th Ave.","Menominee",49858,45.107993,-87.615655
"1500 Sand Point Road","Munising",49862,46.428134,-86.621958
"100 Malton Road","Negaunee",49866,46.507024,-87.651259
"104 Malton Rd","Negaunee",49866,46.507024,-87.651259
"101 E. Mary St.","Bessemer",49911,46.480139,-90.05235
"56720 Calumet Ave","Calumet",49913,47.237745,-88.45162
"57467 Waterworks St","Calumet",49913,47.249688,-88.447058
"500 Campus Dr.","Hancock",49930,47.14127,-88.588832
"21 Mensard Street","Hancock",49930,47.156614,-88.558554
"609 Shelden Ave","Houghton",49931,47.121711,-88.566445
"600 Macinnes Dr.","Houghton",49931,47.113643,-88.545885
"612 W Adams Ste 200 Windsor Center","Iron River",49935,46.092553,-88.645017
"220 Roosevelt St","Ironwood",49938,46.464687,-90.141883
